,Name,Country,Brand,Categories,Tasting Notes,ABV,Food Pairing,Suggested Glassware,Suggested Serving Temperature,Sweet-Dry Scale,Body,Rating,Rate Count,Price,Volume,Description
473,Latour Montagny La Grande Roche,France,Louis Latour,"Chardonnay, White Wine",,13%,"Fish - Meaty  Oily, Shellfish, Cheese - Fresh  Soft",Chardonnay Glass,50-55° F,Dry Wine,Full,5,1,$26.99 ,,
474,Latour St Veran Les Deux Moulins,France,Louis Latour,"Chardonnay, White Wine",,13%,"Fish - Meaty  Oily, Shellfish, Cheese - Fresh  Soft",Chardonnay Glass,50-55° F,Dry Wine,Full,5,1,$24.49 ,,
475,Latour Puligny Mont Garenne,France,Louis Latour,"Chardonnay, White Wine",,13.50%,"Fish - Meaty  Oily, Shellfish, Cheese - Fresh  Soft",Chardonnay Glass,50-55° F,Dry Wine,Full,5,1,$75.00 ,,
476,Latour Meursault Blagny,France,Louis Latour,"Chardonnay, White Wine",,13.50%,"Fish - Meaty  Oily, Shellfish, Cheese - Fresh  Soft",Chardonnay Glass,50-55° F,Dry Wine,Full,5,1,$61.99 ,,
477,Joseph Drouhin Beaujolais Nouveau,France,Domaine Drouhin,"Gamay, Red Wine",,12.50%,"Chicken, Fish - Meaty  Oily, Mushrooms",Burgundy  Bourgogne Glass,55-60° F,Dry Wine,Light,5,1,$12.99 ,,
480,Drouhin Laforet Pinot Noir,France,Domaine Drouhin,"Pinot Noir, Red Wine",,12.50%,"Fish - Meaty  Oily, Duck  Game Bird",Burgundy  Bourgogne Glass,55-60° F,,Light,5,1,$18.99 ,,"A seductive wine. Yum! it smells of red fruits: rapberries, redcurrants, blackcurrants... After that, in the mouth, lovely spicy notes. And the silky touch, pure joy!. -Véronique Boss-Drouhin    The reds display a bright ruby-red colour and reveal aromas of black fruit and spices above silky tannins. 2011 wines are well-balanced.    Site: a dozen of various appellations especially rigorously selected by Joseph Drouhin are used for this wine. History and Tradition: The first plantings of Pinot Noir in Burgundy probably go back to 150 BC. Laforêt Bourgogne rouge, made 100% with this famous grape, is the archetype of red Burgundy for Joseph Drouhin Soil: clay and limestone.    ""We have a good palette of aromas and flavours. My Pinots Noirs come from the Côte Chalonnaise for the elegance and the north of the Côte de Nuits for depth. With the structure of this blend, LaForêt is a faithful wine, and we rediscover these traits from year to year"" -Véronique Boss-Drouhin"
481,Drouhin Chorey Les Beaune,France,Domaine Drouhin,"Pinot Noir, Red Wine",,13%,"Fish - Meaty  Oily, Duck  Game Bird",Burgundy  Bourgogne Glass,55-60° F,,Light,5,1,$29.99 ,,
482,Drouhin Cote De Beaune,France,Domaine Drouhin,"Pinot Noir, Red Wine",,13%,"Fish - Meaty  Oily, Duck  Game Bird",Burgundy  Bourgogne Glass,55-60° F,,Light,5,1,$45.99 ,,
483,Drouhin Gevrey Chambertin,France,Domaine Drouhin,"Pinot Noir, Red Wine",,13%,"Fish - Meaty  Oily, Duck  Game Bird",Burgundy  Bourgogne Glass,55-60° F,,Light,5,1,$65.99 ,,Gevrey-Chambertin is beautifully deep-colored and possesses intense aromatic bouquet reminiscent of blackcurrant and other red and black berries. The wine is renowned for its power which is always in harmony with a certain dose of smooth tannins.
484,Drouhin Nuits St Georges 2013,France,Domaine Drouhin,"Pinot Noir, Red Wine",,13%,"Fish - Meaty  Oily, Duck  Game Bird",Burgundy  Bourgogne Glass,55-60° F,,Light,5,1,$65.99 ,,"Deep red colour. The aromas are powerful and elegant, with notes of cherry and blackberry, as well as hints of cedar wood evolving towards gamey touches. On the palate: beautiful balance between structure and softness. The long aftertaste is reminiscent of fruit syrups and mild spices"
485,Drouhin Beaune Clos Mouches,France,Domaine Drouhin,"Pinot Noir, Red Wine",,13.50%,"Fish - Meaty  Oily, Duck  Game Bird",Burgundy  Bourgogne Glass,55-60° F,,Light,5,1,$145.99 ,,"An outstanding wine. Pale yellow color. Complex floral nose of white lilac and white rose. Once open, fruity aromas come to the fore, evolving towards grilled hazelnut and almond."
486,Drouhin Cote De Nuits Village,France,Domaine Drouhin,"Pinot Noir, Red Wine",,13%,"Fish - Meaty  Oily, Duck  Game Bird",Burgundy  Bourgogne Glass,55-60° F,,Light,5,1,$36.80 ,,
487,Drouhin Chambolle Musigny Rouge,France,Domaine Drouhin,"Pinot Noir, Red Wine",,13%,"Fish - Meaty  Oily, Duck  Game Bird",Burgundy  Bourgogne Glass,55-60° F,,Light,5,1,$76.82 ,,"""Fine lace and silk are the words most often associated with this wine. Bright, intense colour and complex aromas evoking violet, black cherry and damp earth. According to the vintages, there are also notes of truffle and game. Refined tannins coat the palate. Good balance between texture and acidity. Long aftertaste, with notes of cherry and candied fruit""."
488,Joseph Drouhin Nuits St Georges,France,Domaine Drouhin,"Pinot Noir, Red Wine",,13%,"Fish - Meaty  Oily, Duck  Game Bird",Burgundy  Bourgogne Glass,55-60° F,,Light,5,1,$69.99 ,,"Deep red colour. The aromas are powerful and elegant, with notes of cherry and blackberry, as well as hints of cedar wood evolving towards gamey touches. On the palate: beautiful balance between structure and softness. The long aftertaste is reminiscent of fruit syrups and mild spices."
489,Joseph Drouhin Santenay,France,Domaine Drouhin,"Pinot Noir, Red Wine",,13%,"Fish - Meaty  Oily, Duck  Game Bird",Burgundy  Bourgogne Glass,55-60° F,,Light,5,1,$29.99 ,,"A real ""terroir"" wine. A deep ruby color and an intense nose of wild fruit : blackberry, blueberry, cranberry. Often tannic in its youth. Long and persistent on the palate, with flavours reminiscent of grenadine syrup or pomegranate."
490,Domaine Drouhin Pinot Noir,United States,Domaine Drouhin,"Pinot Noir, Red Wine",,14.10%,"Fish - Meaty  Oily, Duck  Game Bird",Burgundy  Bourgogne Glass,55-60° F,,Light,5,1,$44.99 ,,
491,Drouhin Chambolle Musigny Pc,France,Domaine Drouhin,"Pinot Noir, Red Wine",,13%,"Fish - Meaty  Oily, Duck  Game Bird",Burgundy  Bourgogne Glass,55-60° F,,Light,5,1,$49.97 ,,
492,Drouhin Beaune Greves,France,Domaine Drouhin,"Pinot Noir, Red Wine",,13%,"Fish - Meaty  Oily, Duck  Game Bird",Burgundy  Bourgogne Glass,55-60° F,,Light,5,1,$81.98 ,,
494,Drouhin Macon-Villages,France,Domaine Drouhin,"Chardonnay, White Wine",,13%,"Fish - Meaty  Oily, Shellfish, Cheese - Fresh  Soft",Chardonnay Glass,50-55° F,Dry Wine,Full,5,1,$17.99 ,,"The color of the wine is bright. The nose is floral and fruity. Very straightforward and direct on the palate, as if biting into a grape. Fresh and light, with a very pleasant aftertaste."
495,Drouhin Chablis 1 Er Cru,France,Domaine Drouhin,"Chardonnay, White Wine",,13%,"Fish - Meaty  Oily, Shellfish, Cheese - Fresh  Soft",Chardonnay Glass,50-55° F,Dry Wine,Full,5,1,$24.99 ,,"""A dry and brisk wine, typical of Chablis. Brilliant yellow-green colour with green reflections. On the nose mineral and complex aromas are reminiscent of lemon and white flower, together with vegetal hints such as asparagus or artichoke and marine notes. On the palate, the first impression is clear-cut and sharp. Long on the aftertaste, with fruity as well as mineral flavours; becomes slightly honey-scented when the wine is more evolved""."
496,Drouhin Puligny Montrachet,France,Domaine Drouhin,"Chardonnay, White Wine",,13.50%,"Fish - Meaty  Oily, Shellfish, Cheese - Fresh  Soft",Chardonnay Glass,50-55° F,Dry Wine,Full,5,1,$74.99 ,,"the vineyards of Pouilly and Fuissé (two separate villages) cover the slopes of Solutré and Vergisson, two well-known cliffs serving as backdrop to this magnificent landscape.  Soil: clay and limestone from the Jurassic age."
497,Drouhin Laforet Chardonnay,France,Domaine Drouhin,"Chardonnay, White Wine",,13%,"Fish - Meaty  Oily, Shellfish, Cheese - Fresh  Soft",Chardonnay Glass,50-55° F,Dry Wine,Full,5,1,$15.99 ,,
498,Drouhin Vaudon Chablis Premier Cru,France,Domaine Drouhin,"Chardonnay, White Wine",,13%,"Fish - Meaty  Oily, Shellfish, Cheese - Fresh  Soft",Chardonnay Glass,50-55° F,Dry Wine,Full,5,1,$38.99 ,,
499,Drouhin Chassagne Montrachet Blanc,France,Domaine Drouhin,"Chardonnay, White Wine",,13%,"Fish - Meaty  Oily, Shellfish, Cheese - Fresh  Soft",Chardonnay Glass,50-55° F,Dry Wine,Full,5,1,$75.67 ,,"On the palate, the wine is straightforward, with a nice texture and finesse. It has a long aftertaste where floral and gingerbread notes dominate."
502,Drouhin Chas Mont Laguiche,France,Domaine Drouhin,"Chardonnay, White Wine",,13.50%,"Fish - Meaty  Oily, Shellfish, Cheese - Fresh  Soft",Chardonnay Glass,50-55° F,Dry Wine,Full,5,1,$96.89 ,,"The palate is medium-bodied with a pretty, lightly spiced entry with touches of yellow plum and even a hint of fish oil. There is fine weight in the mouth with a sensual finish that lingers nicely in the mouth."
503,Drouhin Puligny Montrachet Folatiers 2013,France,Domaine Drouhin,"Chardonnay, White Wine",,13.50%,"Fish - Meaty  Oily, Shellfish, Cheese - Fresh  Soft",Chardonnay Glass,50-55° F,Dry Wine,Full,5,1,$94.99 ,,"The complex and distinctive aromas of Puligny are here in evidence: honey, honeysuckle, fresh almond. As the wine matures, these aromas evolve towards dried fruit notes and spice."
504,Drouhin Corton Charlemagne,France,Domaine Drouhin,"Chardonnay, White Wine",,13.50%,"Fish - Meaty  Oily, Shellfish, Cheese - Fresh  Soft",Chardonnay Glass,50-55° F,Dry Wine,Full,5,1,$186.01 ,,A beautiful yellow in color with light golden tints. Powerful aromas of fresh almond emerge accompanied by nice mellow oaky notes. It is an ample wine with good length. Let it age a few years before it reaches its peak.
505,Drouhin Laforet Chardonnay 2012,France,Domaine Drouhin,"Chardonnay, White Wine",,13%,"Fish - Meaty  Oily, Shellfish, Cheese - Fresh  Soft",Chardonnay Glass,50-55° F,Dry Wine,Full,5,1,$9.29 ,,"LaForêt Bourgogne Chardonnay is made with the Chardonnay grape coming from the whole of Burgundy. It is often the entry level wine leading to the great white Burgundies: to drink it provides the simple pleasures of a classic Burgundy.
History & tradition: in the 1970s, Robert drouhin (Véronique's father) created ""the Burgundy to unveil Burgundy"". His idea: the diversity of different terroirs and the elegance of the Drouhin style. He chose grapes from parcels situated near the top of the slopes, high up, close to the forest. He is a nature lover and so called his wine ""LaForêt"" (the forest in French). He then set out to conquer the market and fortune favoured him"".
The name LaForêt (pronounced ""La-fo-ray"") is synonymous with quality. Joseph Drouhin takes great care in selecting the various cuvées.
Soil: clay and limestone."
506,Drouhin Oregon Arthur Chardonnay 2013,United States,Domaine Drouhin,"Chardonnay, White Wine",,13.90%,"Fish - Meaty  Oily, Shellfish, Cheese - Fresh  Soft",Chardonnay Glass,50-55° F,Dry Wine,Full,5,1,$36.49 ,,"Each vintage of Arthur shares certain characteristics, on the nose, palate and finish, and 2013 is no different. I am intrigued by the pronounced stony quality and very interesting mineral nuances this year. Aromatically, there are discreet pear flavors combined with a touch of fresh almonds and mint. The palate is finely balanced with a wonderful round texture and excellent length. Overall I find this Arthur harmonious and very well integrated already, and I wouldn't hesitate to enjoy the wine now."
507,Drouhin Vaudon Res Chablis 2013,France,Domaine Drouhin,"Chardonnay, White Wine",,13%,"Fish - Meaty  Oily, Shellfish, Cheese - Fresh  Soft",Chardonnay Glass,50-55° F,Dry Wine,Full,5,1,$25.99 ,,
508,Drouhin Rully Bl,France,Domaine Drouhin,"Chardonnay, White Wine",,13%,"Fish - Meaty  Oily, Shellfish, Cheese - Fresh  Soft",Chardonnay Glass,50-55° F,Dry Wine,Full,5,1,$29.94 ,,
509,Drouhin Vaudon Chablis Sechers,France,Domaine Drouhin,"Chardonnay, White Wine",,12.50%,"Fish - Meaty  Oily, Shellfish, Cheese - Fresh  Soft",Chardonnay Glass,50-55° F,Dry Wine,Full,5,1,$22.10 ,,
510,Drouhin Meursault,France,Domaine Drouhin,"Chardonnay, White Wine",,13%,"Fish - Meaty  Oily, Shellfish, Cheese - Fresh  Soft",Chardonnay Glass,50-55° F,Dry Wine,Full,5,1,$64.99 ,,Bright yellow. Aromas of ripe peach and dusty brown spices. Ripe flavors of peach and soft citrus fruits are complicated by toasty oak and nuts. Juicy and nicely balanced but tails off a bit on the slightly spiky finish.
514,Chapoutier Belleruche Red,France,M. Chapoutier,"Red Wine, Rhone Blend","Roasted, Silky, Red Fruit, Intense",13%,"Lamb, Duck  Game Bird",,,,,5,5,$13.99 ,,"Tasting  Colour : garnet red.  Nose : aromas of red fruits (mainly morello cherries) and spices (liquorice, grey pepper).  Mouth : this wine has a great structure with firm and silky tannins.    Lamb chops. Grilled duck fillets.    VINTAGE 2014  Grape variety  Mainly Grenache and Syrah.    Soil  The vineyards of the red Côtes du Rhône “Belleruche” covers 4 departments (Drôme, Vaucluse, Gard and Ardèche) on different soils (clay and calcareous alluvial deposit terraces, clay…) giving to the “Belleruche” an extraordinary richness and complexity.    Harvest  The grapes are harvested at good maturity.    Winemaking  The grapes are entirely destemmed.  Vatting lasts around 15 days and provides a great tannic structure. This allows ageing and guarantees a good stability.    Maturing  Ageing is performed in vats with regular pumping over in order to clarify the wine.    Alcohol degree  13,5%"
515,Chapoutier Côtes du Rhône Belleruche,France,M. Chapoutier,"Grenache  Garnacha  Cannonau, Red Wine",,13%,"Beef, Duck  Game Bird",,,Dry Wine,Medium,5,1,$15.67 ,,"showing more richness and depth, the 2012 Cotes du Rhone Belleruche Rouge possesses classic Southern Rhone notes of black cherries, spice and background earthiness to go with a medium-bodied, fruit-loaded profile on the palate. It too should be consumed over the coming couple of years and offers high quality for not much buck."
516,Chapoutier Ch Neuf Greffieux 2007,France,M. Chapoutier,"Grenache  Garnacha  Cannonau, Red Wine",,14.50%,"Pork, Duck  Game Bird",,,Dry Wine,Full,5,1,$134.46 ,,
517,Chapoutier Chtneuf Croix D Bois 2013,France,M. Chapoutier,"Grenache  Garnacha  Cannonau, Red Wine",,14%,"Beef, Duck  Game Bird",,,Dry Wine,Medium,5,1,$113.07 ,,
519,Chapoutier Cote Rotie Mordoree,France,M. Chapoutier,"Red Wine, Syrah  Shiraz",,13%,"Pork, Duck  Game Bird",,,Dry Wine,Full,5,1,$93.56 ,,
520,M. Chapoutier Saint Joseph Les Granits,France,M. Chapoutier,"Red Wine, Syrah  Shiraz",,14%,,,,,,5,1,$119.99 ,,
521,Monier De La Sizeranne M. Chapoutier Hermitage,France,M. Chapoutier,"Red Wine, Syrah  Shiraz",,14%,"Pork, Duck  Game Bird",,,Dry Wine,Full,5,1,$99.99 ,,
522,Chapoutier Crozes Red Meysonniers 13,France,M. Chapoutier,"Red Wine, Syrah  Shiraz",,13%,"Pork, Duck  Game Bird",,,Dry Wine,Full,5,1,$32.47 ,,"Colour : very intense purplish red.
Nose : red fruits, blackcurrant and raspberry, followed by violet aromas.
Mouth : ample and round, final of stewed fruits and vanilla."
524,Chapoutier Crozes Varonniers Rge 2013,France,M. Chapoutier,"Red Wine, Syrah  Shiraz",,13%,"Pork, Duck  Game Bird",,,Dry Wine,Full,5,1,$88.08 ,,
525,Chapoutier Ermitage L’ermite Rge 2013,France,M. Chapoutier,"Red Wine, Syrah  Shiraz",,14%,"Pork, Duck  Game Bird",,,Dry Wine,Full,5,1,$534.21 ,,
526,Chapoutier Ermitage Rouge Meal 2013,France,M. Chapoutier,"Red Wine, Syrah  Shiraz",,14%,"Pork, Duck  Game Bird",,,Dry Wine,Full,5,1,$148.86 ,,
527,Chapoutier St Jos Rge Granits 2013,France,M. Chapoutier,"Red Wine, Syrah  Shiraz",,13.50%,"Pork, Duck  Game Bird",,,Dry Wine,Full,5,1,$97.62 ,,
528,Chapoutier Ermitage Rge Pavillon 2013,France,M. Chapoutier,"Red Wine, Syrah  Shiraz",,13.50%,"Pork, Duck  Game Bird",,,Dry Wine,Full,5,1,$262.45 ,,
